observable,sintetico,base,Q,timestamp,AGLOSI,PROV,valor,frac
CBA,mean,PAGLO,2013-05-15,2023-10-29 04:18:12.831069,True,90,156200.0,0.02
CBA,median,PAGLO,2013-05-15,2023-10-29 04:18:12.831069,True,90,145790.0,0.02
CBT,mean,PAGLO,2013-05-15,2023-10-29 04:18:12.831069,True,90,346940.0,0.02
CBT,median,PAGLO,2013-05-15,2023-10-29 04:18:12.831069,True,90,323830.0,0.02
CB_EQUIV,mean,PAGLO,2013-05-15,2023-10-29 04:18:12.831069,True,90,3.953,0.02
CB_EQUIV,median,PAGLO,2013-05-15,2023-10-29 04:18:12.831069,True,90,3.69,0.02
Indigencia,mean,PAGLO,2013-05-15,2023-10-29 04:18:12.831069,True,90,0.0879,0.02
Indigencia,sum,PAGLO,2013-05-15,2023-10-29 04:18:12.831069,True,90,74200.0,0.02
P47T_hogar,mean,PAGLO,2013-05-15,2023-10-29 04:18:12.831069,True,90,595900.0,0.02
P47T_hogar,median,PAGLO,2013-05-15,2023-10-29 04:18:12.831069,True,90,501400.0,0.02
P47T_hogar,q10,PAGLO,2013-05-15,2023-10-29 04:18:12.831069,True,90,155240.0,0.02
P47T_hogar,q25,PAGLO,2013-05-15,2023-10-29 04:18:12.831069,True,90,292100.0,0.02
P47T_hogar,q75,PAGLO,2013-05-15,2023-10-29 04:18:12.831069,True,90,761720.0,0.02
P47T_hogar,q90,PAGLO,2013-05-15,2023-10-29 04:18:12.831069,True,90,1113530.0,0.02
P47T_persona,mean,PAGLO,2013-05-15,2023-10-29 04:18:12.831069,True,90,137020.0,0.02
P47T_persona,median,PAGLO,2013-05-15,2023-10-29 04:18:12.831069,True,90,60380.0,0.02
P47T_persona,q10,PAGLO,2013-05-15,2023-10-29 04:18:12.831069,True,90,0.0,0.02
P47T_persona,q25,PAGLO,2013-05-15,2023-10-29 04:18:12.831069,True,90,0.0,0.02
P47T_persona,q75,PAGLO,2013-05-15,2023-10-29 04:18:12.831069,True,90,257660.0,0.02
P47T_persona,q90,PAGLO,2013-05-15,2023-10-29 04:18:12.831069,True,90,347590.0,0.02
Pobreza,mean,PAGLO,2013-05-15,2023-10-29 04:18:12.831069,True,90,0.2883,0.02
Pobreza,sum,PAGLO,2013-05-15,2023-10-29 04:18:12.831069,True,90,243450.0,0.02
Total,mean,PAGLO,2013-05-15,2023-10-29 04:18:12.831069,True,90,1.0,0.02
Total,sum,PAGLO,2013-05-15,2023-10-29 04:18:12.831069,True,90,844500.0,0.02
gap_indigencia,mean,PAGLO,2013-05-15,2023-10-29 04:18:12.831069,True,90,439700.0,0.02
gap_indigencia,median,PAGLO,2013-05-15,2023-10-29 04:18:12.831069,True,90,336910.0,0.02
gap_pobreza,mean,PAGLO,2013-05-15,2023-10-29 04:18:12.831069,True,90,248960.0,0.02
gap_pobreza,median,PAGLO,2013-05-15,2023-10-29 04:18:12.831069,True,90,163740.0,0.02
CBA,mean,PAGLO,2013-08-15,2023-10-29 04:23:42.024776,True,90,156200.0,0.02
CBA,median,PAGLO,2013-08-15,2023-10-29 04:23:42.024776,True,90,145790.0,0.02
CBT,mean,PAGLO,2013-08-15,2023-10-29 04:23:42.024776,True,90,346940.0,0.02
CBT,median,PAGLO,2013-08-15,2023-10-29 04:23:42.024776,True,90,323830.0,0.02
CB_EQUIV,mean,PAGLO,2013-08-15,2023-10-29 04:23:42.024776,True,90,3.953,0.02
CB_EQUIV,median,PAGLO,2013-08-15,2023-10-29 04:23:42.024776,True,90,3.69,0.02
Indigencia,mean,PAGLO,2013-08-15,2023-10-29 04:23:42.024776,True,90,0.0764,0.02
Indigencia,sum,PAGLO,2013-08-15,2023-10-29 04:23:42.024776,True,90,64550.0,0.02
P47T_hogar,mean,PAGLO,2013-08-15,2023-10-29 04:23:42.024776,True,90,640060.0,0.02
P47T_hogar,median,PAGLO,2013-08-15,2023-10-29 04:23:42.024776,True,90,518600.0,0.02
P47T_hogar,q10,PAGLO,2013-08-15,2023-10-29 04:23:42.024776,True,90,170230.0,0.02
P47T_hogar,q25,PAGLO,2013-08-15,2023-10-29 04:23:42.024776,True,90,307440.0,0.02
P47T_hogar,q75,PAGLO,2013-08-15,2023-10-29 04:23:42.024776,True,90,830640.0,0.02
P47T_hogar,q90,PAGLO,2013-08-15,2023-10-29 04:23:42.024776,True,90,1177950.0,0.02
P47T_persona,mean,PAGLO,2013-08-15,2023-10-29 04:23:42.024776,True,90,148530.0,0.02
P47T_persona,median,PAGLO,2013-08-15,2023-10-29 04:23:42.024776,True,90,66210.0,0.02
P47T_persona,q10,PAGLO,2013-08-15,2023-10-29 04:23:42.024776,True,90,0.0,0.02
P47T_persona,q25,PAGLO,2013-08-15,2023-10-29 04:23:42.024776,True,90,0.0,0.02
P47T_persona,q75,PAGLO,2013-08-15,2023-10-29 04:23:42.024776,True,90,257660.0,0.02
P47T_persona,q90,PAGLO,2013-08-15,2023-10-29 04:23:42.024776,True,90,355690.0,0.02
Pobreza,mean,PAGLO,2013-08-15,2023-10-29 04:23:42.024776,True,90,0.2761,0.02
Pobreza,sum,PAGLO,2013-08-15,2023-10-29 04:23:42.024776,True,90,233200.0,0.02
Total,mean,PAGLO,2013-08-15,2023-10-29 04:23:42.024776,True,90,1.0,0.02
Total,sum,PAGLO,2013-08-15,2023-10-29 04:23:42.024776,True,90,844500.0,0.02
gap_indigencia,mean,PAGLO,2013-08-15,2023-10-29 04:23:42.024776,True,90,483860.0,0.02
gap_indigencia,median,PAGLO,2013-08-15,2023-10-29 04:23:42.024776,True,90,361550.0,0.02
gap_pobreza,mean,PAGLO,2013-08-15,2023-10-29 04:23:42.024776,True,90,293120.0,0.02
gap_pobreza,median,PAGLO,2013-08-15,2023-10-29 04:23:42.024776,True,90,188095.0,0.02
CBA,mean,PAGLO,2013-11-15,2023-10-29 04:29:14.894357,True,90,156200.0,0.02
CBA,median,PAGLO,2013-11-15,2023-10-29 04:29:14.894357,True,90,145790.0,0.02
CBT,mean,PAGLO,2013-11-15,2023-10-29 04:29:14.894357,True,90,346940.0,0.02
CBT,median,PAGLO,2013-11-15,2023-10-29 04:29:14.894357,True,90,323830.0,0.02
CB_EQUIV,mean,PAGLO,2013-11-15,2023-10-29 04:29:14.894357,True,90,3.953,0.02
CB_EQUIV,median,PAGLO,2013-11-15,2023-10-29 04:29:14.894357,True,90,3.69,0.02
Indigencia,mean,PAGLO,2013-11-15,2023-10-29 04:29:14.894357,True,90,0.0635,0.02
Indigencia,sum,PAGLO,2013-11-15,2023-10-29 04:29:14.894357,True,90,53600.0,0.02
P47T_hogar,mean,PAGLO,2013-11-15,2023-10-29 04:29:14.894357,True,90,587500.0,0.02
P47T_hogar,median,PAGLO,2013-11-15,2023-10-29 04:29:14.894357,True,90,491000.0,0.02
P47T_hogar,q10,PAGLO,2013-11-15,2023-10-29 04:29:14.894357,True,90,174190.0,0.02
P47T_hogar,q25,PAGLO,2013-11-15,2023-10-29 04:29:14.894357,True,90,294070.0,0.02
P47T_hogar,q75,PAGLO,2013-11-15,2023-10-29 04:29:14.894357,True,90,765880.0,0.02
P47T_hogar,q90,PAGLO,2013-11-15,2023-10-29 04:29:14.894357,True,90,1065200.0,0.02
P47T_persona,mean,PAGLO,2013-11-15,2023-10-29 04:29:14.894357,True,90,134940.0,0.02
P47T_persona,median,PAGLO,2013-11-15,2023-10-29 04:29:14.894357,True,90,76020.0,0.02
P47T_persona,q10,PAGLO,2013-11-15,2023-10-29 04:29:14.894357,True,90,0.0,0.02
P47T_persona,q25,PAGLO,2013-11-15,2023-10-29 04:29:14.894357,True,90,0.0,0.02
P47T_persona,q75,PAGLO,2013-11-15,2023-10-29 04:29:14.894357,True,90,246070.0,0.02
P47T_persona,q90,PAGLO,2013-11-15,2023-10-29 04:29:14.894357,True,90,347590.0,0.02
Pobreza,mean,PAGLO,2013-11-15,2023-10-29 04:29:14.894357,True,90,0.2731,0.02
Pobreza,sum,PAGLO,2013-11-15,2023-10-29 04:29:14.894357,True,90,230600.0,0.02
Total,mean,PAGLO,2013-11-15,2023-10-29 04:29:14.894357,True,90,1.0,0.02
Total,sum,PAGLO,2013-11-15,2023-10-29 04:29:14.894357,True,90,844500.0,0.02
gap_indigencia,mean,PAGLO,2013-11-15,2023-10-29 04:29:14.894357,True,90,431310.0,0.02
gap_indigencia,median,PAGLO,2013-11-15,2023-10-29 04:29:14.894357,True,90,341620.0,0.02
gap_pobreza,mean,PAGLO,2013-11-15,2023-10-29 04:29:14.894357,True,90,240560.0,0.02
gap_pobreza,median,PAGLO,2013-11-15,2023-10-29 04:29:14.894357,True,90,165575.0,0.02
CBA,mean,PAGLO,2014-02-15,2023-10-29 04:34:53.776313,True,90,158510.0,0.02
CBA,median,PAGLO,2014-02-15,2023-10-29 04:34:53.776313,True,90,145400.0,0.02
CBT,mean,PAGLO,2014-02-15,2023-10-29 04:34:53.776313,True,90,352090.0,0.02
CBT,median,PAGLO,2014-02-15,2023-10-29 04:34:53.776313,True,90,322960.0,0.02
CB_EQUIV,mean,PAGLO,2014-02-15,2023-10-29 04:34:53.776313,True,90,4.012,0.02
CB_EQUIV,median,PAGLO,2014-02-15,2023-10-29 04:34:53.776313,True,90,3.68,0.02
Indigencia,mean,PAGLO,2014-02-15,2023-10-29 04:34:53.776313,True,90,0.0722,0.02
Indigencia,sum,PAGLO,2014-02-15,2023-10-29 04:34:53.776313,True,90,61100.0,0.02
P47T_hogar,mean,PAGLO,2014-02-15,2023-10-29 04:34:53.776313,True,90,624200.0,0.02
P47T_hogar,median,PAGLO,2014-02-15,2023-10-29 04:34:53.776313,True,90,501120.0,0.02
P47T_hogar,q10,PAGLO,2014-02-15,2023-10-29 04:34:53.776313,True,90,170880.0,0.02
P47T_hogar,q25,PAGLO,2014-02-15,2023-10-29 04:34:53.776313,True,90,296010.0,0.02
P47T_hogar,q75,PAGLO,2014-02-15,2023-10-29 04:34:53.776313,True,90,785750.0,0.02
P47T_hogar,q90,PAGLO,2014-02-15,2023-10-29 04:34:53.776313,True,90,1114600.0,0.02
P47T_persona,mean,PAGLO,2014-02-15,2023-10-29 04:34:53.776313,True,90,140340.0,0.02
P47T_persona,median,PAGLO,2014-02-15,2023-10-29 04:34:53.776313,True,90,74290.0,0.02
P47T_persona,q10,PAGLO,2014-02-15,2023-10-29 04:34:53.776313,True,90,0.0,0.02
P47T_persona,q25,PAGLO,2014-02-15,2023-10-29 04:34:53.776313,True,90,0.0,0.02
P47T_persona,q75,PAGLO,2014-02-15,2023-10-29 04:34:53.776313,True,90,234990.0,0.02
P47T_persona,q90,PAGLO,2014-02-15,2023-10-29 04:34:53.776313,True,90,355690.0,0.02
Pobreza,mean,PAGLO,2014-02-15,2023-10-29 04:34:53.776313,True,90,0.273,0.02
Pobreza,sum,PAGLO,2014-02-15,2023-10-29 04:34:53.776313,True,90,230900.0,0.02
Total,mean,PAGLO,2014-02-15,2023-10-29 04:34:53.776313,True,90,1.0,0.02
Total,sum,PAGLO,2014-02-15,2023-10-29 04:34:53.776313,True,90,845800.0,0.02
gap_indigencia,mean,PAGLO,2014-02-15,2023-10-29 04:34:53.776313,True,90,465690.0,0.02
gap_indigencia,median,PAGLO,2014-02-15,2023-10-29 04:34:53.776313,True,90,342730.0,0.02
gap_pobreza,mean,PAGLO,2014-02-15,2023-10-29 04:34:53.776313,True,90,272120.0,0.02
gap_pobreza,median,PAGLO,2014-02-15,2023-10-29 04:34:53.776313,True,90,167630.0,0.02
CBA,mean,PAGLO,2014-05-15,2023-10-29 04:40:40.516810,True,90,158510.0,0.02
CBA,median,PAGLO,2014-05-15,2023-10-29 04:40:40.516810,True,90,145400.0,0.02
CBT,mean,PAGLO,2014-05-15,2023-10-29 04:40:40.516810,True,90,352090.0,0.02
CBT,median,PAGLO,2014-05-15,2023-10-29 04:40:40.516810,True,90,322960.0,0.02
CB_EQUIV,mean,PAGLO,2014-05-15,2023-10-29 04:40:40.516810,True,90,4.012,0.02
CB_EQUIV,median,PAGLO,2014-05-15,2023-10-29 04:40:40.516810,True,90,3.68,0.02
Indigencia,mean,PAGLO,2014-05-15,2023-10-29 04:40:40.516810,True,90,0.0762,0.02
Indigencia,sum,PAGLO,2014-05-15,2023-10-29 04:40:40.516810,True,90,64450.0,0.02
P47T_hogar,mean,PAGLO,2014-05-15,2023-10-29 04:40:40.516810,True,90,542020.0,0.02
P47T_hogar,median,PAGLO,2014-05-15,2023-10-29 04:40:40.516810,True,90,451040.0,0.02
P47T_hogar,q10,PAGLO,2014-05-15,2023-10-29 04:40:40.516810,True,90,155880.0,0.02
P47T_hogar,q25,PAGLO,2014-05-15,2023-10-29 04:40:40.516810,True,90,269810.0,0.02
P47T_hogar,q75,PAGLO,2014-05-15,2023-10-29 04:40:40.516810,True,90,692620.0,0.02
P47T_hogar,q90,PAGLO,2014-05-15,2023-10-29 04:40:40.516810,True,90,981860.0,0.02
P47T_persona,mean,PAGLO,2014-05-15,2023-10-29 04:40:40.516810,True,90,123560.0,0.02
P47T_persona,median,PAGLO,2014-05-15,2023-10-29 04:40:40.516810,True,90,63220.0,0.02
P47T_persona,q10,PAGLO,2014-05-15,2023-10-29 04:40:40.516810,True,90,0.0,0.02
P47T_persona,q25,PAGLO,2014-05-15,2023-10-29 04:40:40.516810,True,90,0.0,0.02
P47T_persona,q75,PAGLO,2014-05-15,2023-10-29 04:40:40.516810,True,90,224410.0,0.02
P47T_persona,q90,PAGLO,2014-05-15,2023-10-29 04:40:40.516810,True,90,302730.0,0.02
Pobreza,mean,PAGLO,2014-05-15,2023-10-29 04:40:40.516810,True,90,0.3256,0.02
Pobreza,sum,PAGLO,2014-05-15,2023-10-29 04:40:40.516810,True,90,275400.0,0.02
Total,mean,PAGLO,2014-05-15,2023-10-29 04:40:40.516810,True,90,1.0,0.02
Total,sum,PAGLO,2014-05-15,2023-10-29 04:40:40.516810,True,90,845800.0,0.02
gap_indigencia,mean,PAGLO,2014-05-15,2023-10-29 04:40:40.516810,True,90,383510.0,0.02
gap_indigencia,median,PAGLO,2014-05-15,2023-10-29 04:40:40.516810,True,90,299130.0,0.02
gap_pobreza,mean,PAGLO,2014-05-15,2023-10-29 04:40:40.516810,True,90,189940.0,0.02
gap_pobreza,median,PAGLO,2014-05-15,2023-10-29 04:40:40.516810,True,90,125540.0,0.02
CBA,mean,PAGLO,2014-08-15,2023-10-29 04:46:37.614399,True,90,158510.0,0.02
CBA,median,PAGLO,2014-08-15,2023-10-29 04:46:37.614399,True,90,145400.0,0.02
CBT,mean,PAGLO,2014-08-15,2023-10-29 04:46:37.614399,True,90,352090.0,0.02
CBT,median,PAGLO,2014-08-15,2023-10-29 04:46:37.614399,True,90,322960.0,0.02
CB_EQUIV,mean,PAGLO,2014-08-15,2023-10-29 04:46:37.614399,True,90,4.012,0.02
CB_EQUIV,median,PAGLO,2014-08-15,2023-10-29 04:46:37.614399,True,90,3.68,0.02
Indigencia,mean,PAGLO,2014-08-15,2023-10-29 04:46:37.614399,True,90,0.0676,0.02
Indigencia,sum,PAGLO,2014-08-15,2023-10-29 04:46:37.614399,True,90,57150.0,0.02
P47T_hogar,mean,PAGLO,2014-08-15,2023-10-29 04:46:37.614399,True,90,615190.0,0.02
P47T_hogar,median,PAGLO,2014-08-15,2023-10-29 04:46:37.614399,True,90,515840.0,0.02
P47T_hogar,q10,PAGLO,2014-08-15,2023-10-29 04:46:37.614399,True,90,166840.0,0.02
P47T_hogar,q25,PAGLO,2014-08-15,2023-10-29 04:46:37.614399,True,90,309790.0,0.02
P47T_hogar,q75,PAGLO,2014-08-15,2023-10-29 04:46:37.614399,True,90,787460.0,0.02
P47T_hogar,q90,PAGLO,2014-08-15,2023-10-29 04:46:37.614399,True,90,1134650.0,0.02
P47T_persona,mean,PAGLO,2014-08-15,2023-10-29 04:46:37.614399,True,90,139500.0,0.02
P47T_persona,median,PAGLO,2014-08-15,2023-10-29 04:46:37.614399,True,90,69330.0,0.02
P47T_persona,q10,PAGLO,2014-08-15,2023-10-29 04:46:37.614399,True,90,0.0,0.02
P47T_persona,q25,PAGLO,2014-08-15,2023-10-29 04:46:37.614399,True,90,0.0,0.02
P47T_persona,q75,PAGLO,2014-08-15,2023-10-29 04:46:37.614399,True,90,251800.0,0.02
P47T_persona,q90,PAGLO,2014-08-15,2023-10-29 04:46:37.614399,True,90,363970.0,0.02
Pobreza,mean,PAGLO,2014-08-15,2023-10-29 04:46:37.614399,True,90,0.2707,0.02
Pobreza,sum,PAGLO,2014-08-15,2023-10-29 04:46:37.614399,True,90,228950.0,0.02
Total,mean,PAGLO,2014-08-15,2023-10-29 04:46:37.614399,True,90,1.0,0.02
Total,sum,PAGLO,2014-08-15,2023-10-29 04:46:37.614399,True,90,845800.0,0.02
gap_indigencia,mean,PAGLO,2014-08-15,2023-10-29 04:46:37.614399,True,90,456680.0,0.02
gap_indigencia,median,PAGLO,2014-08-15,2023-10-29 04:46:37.614399,True,90,357950.0,0.02
gap_pobreza,mean,PAGLO,2014-08-15,2023-10-29 04:46:37.614399,True,90,263100.0,0.02
gap_pobreza,median,PAGLO,2014-08-15,2023-10-29 04:46:37.614399,True,90,189120.0,0.02
CBA,mean,PAGLO,2014-11-15,2023-10-29 04:52:44.178964,True,90,158510.0,0.02
CBA,median,PAGLO,2014-11-15,2023-10-29 04:52:44.178964,True,90,145400.0,0.02
CBT,mean,PAGLO,2014-11-15,2023-10-29 04:52:44.178964,True,90,352090.0,0.02
CBT,median,PAGLO,2014-11-15,2023-10-29 04:52:44.178964,True,90,322960.0,0.02
CB_EQUIV,mean,PAGLO,2014-11-15,2023-10-29 04:52:44.178964,True,90,4.012,0.02
CB_EQUIV,median,PAGLO,2014-11-15,2023-10-29 04:52:44.178964,True,90,3.68,0.02
Indigencia,mean,PAGLO,2014-11-15,2023-10-29 04:52:44.178964,True,90,0.0753,0.02
Indigencia,sum,PAGLO,2014-11-15,2023-10-29 04:52:44.178964,True,90,63650.0,0.02
P47T_hogar,mean,PAGLO,2014-11-15,2023-10-29 04:52:44.178964,True,90,551020.0,0.02
P47T_hogar,median,PAGLO,2014-11-15,2023-10-29 04:52:44.178964,True,90,482970.0,0.02
P47T_hogar,q10,PAGLO,2014-11-15,2023-10-29 04:52:44.178964,True,90,158860.0,0.02
P47T_hogar,q25,PAGLO,2014-11-15,2023-10-29 04:52:44.178964,True,90,289110.0,0.02
P47T_hogar,q75,PAGLO,2014-11-15,2023-10-29 04:52:44.178964,True,90,711900.0,0.02
P47T_hogar,q90,PAGLO,2014-11-15,2023-10-29 04:52:44.178964,True,90,963970.0,0.02
P47T_persona,mean,PAGLO,2014-11-15,2023-10-29 04:52:44.178964,True,90,126690.0,0.02
P47T_persona,median,PAGLO,2014-11-15,2023-10-29 04:52:44.178964,True,90,66210.0,0.02
P47T_persona,q10,PAGLO,2014-11-15,2023-10-29 04:52:44.178964,True,90,0.0,0.02
P47T_persona,q25,PAGLO,2014-11-15,2023-10-29 04:52:44.178964,True,90,0.0,0.02
P47T_persona,q75,PAGLO,2014-11-15,2023-10-29 04:52:44.178964,True,90,219300.0,0.02
P47T_persona,q90,PAGLO,2014-11-15,2023-10-29 04:52:44.178964,True,90,347590.0,0.02
Pobreza,mean,PAGLO,2014-11-15,2023-10-29 04:52:44.178964,True,90,0.2919,0.02
Pobreza,sum,PAGLO,2014-11-15,2023-10-29 04:52:44.178964,True,90,246900.0,0.02
Total,mean,PAGLO,2014-11-15,2023-10-29 04:52:44.178964,True,90,1.0,0.02
Total,sum,PAGLO,2014-11-15,2023-10-29 04:52:44.178964,True,90,845800.0,0.02
gap_indigencia,mean,PAGLO,2014-11-15,2023-10-29 04:52:44.178964,True,90,392500.0,0.02
gap_indigencia,median,PAGLO,2014-11-15,2023-10-29 04:52:44.178964,True,90,332800.0,0.02
gap_pobreza,mean,PAGLO,2014-11-15,2023-10-29 04:52:44.178964,True,90,198930.0,0.02
gap_pobreza,median,PAGLO,2014-11-15,2023-10-29 04:52:44.178964,True,90,155120.0,0.02
CBA,mean,PAGLO,2015-02-15,2023-10-29 04:58:52.986119,True,90,179700.0,0.02
CBA,median,PAGLO,2015-02-15,2023-10-29 04:58:52.986119,True,90,148560.0,0.02
CBT,mean,PAGLO,2015-02-15,2023-10-29 04:58:52.986119,True,90,399130.0,0.02
CBT,median,PAGLO,2015-02-15,2023-10-29 04:58:52.986119,True,90,329980.0,0.02
CB_EQUIV,mean,PAGLO,2015-02-15,2023-10-29 04:58:52.986119,True,90,4.548,0.02
CB_EQUIV,median,PAGLO,2015-02-15,2023-10-29 04:58:52.986119,True,90,3.76,0.02
Indigencia,mean,PAGLO,2015-02-15,2023-10-29 04:58:52.986119,True,90,0.0651,0.02
Indigencia,sum,PAGLO,2015-02-15,2023-10-29 04:58:52.986119,True,90,55950.0,0.02
P47T_hogar,mean,PAGLO,2015-02-15,2023-10-29 04:58:52.986119,True,90,831740.0,0.02
P47T_hogar,median,PAGLO,2015-02-15,2023-10-29 04:58:52.986119,True,90,540910.0,0.02
P47T_hogar,q10,PAGLO,2015-02-15,2023-10-29 04:58:52.986119,True,90,170230.0,0.02
P47T_hogar,q25,PAGLO,2015-02-15,2023-10-29 04:58:52.986119,True,90,315710.0,0.02
P47T_hogar,q75,PAGLO,2015-02-15,2023-10-29 04:58:52.986119,True,90,881000.0,0.02
P47T_hogar,q90,PAGLO,2015-02-15,2023-10-29 04:58:52.986119,True,90,1293130.0,0.02
P47T_persona,mean,PAGLO,2015-02-15,2023-10-29 04:58:52.986119,True,90,151580.0,0.02
P47T_persona,median,PAGLO,2015-02-15,2023-10-29 04:58:52.986119,True,90,81460.0,0.02
P47T_persona,q10,PAGLO,2015-02-15,2023-10-29 04:58:52.986119,True,90,0.0,0.02
P47T_persona,q25,PAGLO,2015-02-15,2023-10-29 04:58:52.986119,True,90,0.0,0.02
P47T_persona,q75,PAGLO,2015-02-15,2023-10-29 04:58:52.986119,True,90,251800.0,0.02
P47T_persona,q90,PAGLO,2015-02-15,2023-10-29 04:58:52.986119,True,90,417900.0,0.02
Pobreza,mean,PAGLO,2015-02-15,2023-10-29 04:58:52.986119,True,90,0.2543,0.02
Pobreza,sum,PAGLO,2015-02-15,2023-10-29 04:58:52.986119,True,90,218650.0,0.02
Total,mean,PAGLO,2015-02-15,2023-10-29 04:58:52.986119,True,90,1.0,0.02
Total,sum,PAGLO,2015-02-15,2023-10-29 04:58:52.986119,True,90,859800.0,0.02
gap_indigencia,mean,PAGLO,2015-02-15,2023-10-29 04:58:52.986119,True,90,652050.0,0.02
gap_indigencia,median,PAGLO,2015-02-15,2023-10-29 04:58:52.986119,True,90,391470.0,0.02
gap_pobreza,mean,PAGLO,2015-02-15,2023-10-29 04:58:52.986119,True,90,432610.0,0.02
gap_pobreza,median,PAGLO,2015-02-15,2023-10-29 04:58:52.986119,True,90,216445.0,0.02
CBA,mean,PAGLO,2015-05-15,2023-10-29 05:05:12.426155,True,90,179700.0,0.02
CBA,median,PAGLO,2015-05-15,2023-10-29 05:05:12.426155,True,90,148560.0,0.02
CBT,mean,PAGLO,2015-05-15,2023-10-29 05:05:12.426155,True,90,399130.0,0.02
CBT,median,PAGLO,2015-05-15,2023-10-29 05:05:12.426155,True,90,329980.0,0.02
CB_EQUIV,mean,PAGLO,2015-05-15,2023-10-29 05:05:12.426155,True,90,4.548,0.02
CB_EQUIV,median,PAGLO,2015-05-15,2023-10-29 05:05:12.426155,True,90,3.76,0.02
Indigencia,mean,PAGLO,2015-05-15,2023-10-29 05:05:12.426155,True,90,0.0629,0.02
Indigencia,sum,PAGLO,2015-05-15,2023-10-29 05:05:12.426155,True,90,54050.0,0.02
P47T_hogar,mean,PAGLO,2015-05-15,2023-10-29 05:05:12.426155,True,90,792610.0,0.02
P47T_hogar,median,PAGLO,2015-05-15,2023-10-29 05:05:12.426155,True,90,525270.0,0.02
P47T_hogar,q10,PAGLO,2015-05-15,2023-10-29 05:05:12.426155,True,90,187910.0,0.02
P47T_hogar,q25,PAGLO,2015-05-15,2023-10-29 05:05:12.426155,True,90,313210.0,0.02
P47T_hogar,q75,PAGLO,2015-05-15,2023-10-29 05:05:12.426155,True,90,819500.0,0.02
P47T_hogar,q90,PAGLO,2015-05-15,2023-10-29 05:05:12.426155,True,90,1191680.0,0.02
P47T_persona,mean,PAGLO,2015-05-15,2023-10-29 05:05:12.426155,True,90,144130.0,0.02
P47T_persona,median,PAGLO,2015-05-15,2023-10-29 05:05:12.426155,True,90,70940.0,0.02
P47T_persona,q10,PAGLO,2015-05-15,2023-10-29 05:05:12.426155,True,90,0.0,0.02
P47T_persona,q25,PAGLO,2015-05-15,2023-10-29 05:05:12.426155,True,90,0.0,0.02
P47T_persona,q75,PAGLO,2015-05-15,2023-10-29 05:05:12.426155,True,90,234990.0,0.02
P47T_persona,q90,PAGLO,2015-05-15,2023-10-29 05:05:12.426155,True,90,390010.0,0.02
Pobreza,mean,PAGLO,2015-05-15,2023-10-29 05:05:12.426155,True,90,0.2514,0.02
Pobreza,sum,PAGLO,2015-05-15,2023-10-29 05:05:12.426155,True,90,216150.0,0.02
Total,mean,PAGLO,2015-05-15,2023-10-29 05:05:12.426155,True,90,1.0,0.02
Total,sum,PAGLO,2015-05-15,2023-10-29 05:05:12.426155,True,90,859800.0,0.02
gap_indigencia,mean,PAGLO,2015-05-15,2023-10-29 05:05:12.426155,True,90,612920.0,0.02
gap_indigencia,median,PAGLO,2015-05-15,2023-10-29 05:05:12.426155,True,90,368910.0,0.02
gap_pobreza,mean,PAGLO,2015-05-15,2023-10-29 05:05:12.426155,True,90,393480.0,0.02
gap_pobreza,median,PAGLO,2015-05-15,2023-10-29 05:05:12.426155,True,90,192310.0,0.02
CBA,mean,PAGLO,2016-05-15,2023-10-29 05:11:43.998108,True,90,156030.0,0.02
CBA,median,PAGLO,2016-05-15,2023-10-29 05:11:43.998108,True,90,141660.0,0.02
CBT,mean,PAGLO,2016-05-15,2023-10-29 05:11:43.998108,True,90,353140.0,0.02
CBT,median,PAGLO,2016-05-15,2023-10-29 05:11:43.998108,True,90,320600.0,0.02
CB_EQUIV,mean,PAGLO,2016-05-15,2023-10-29 05:11:43.998108,True,90,4.065,0.02
CB_EQUIV,median,PAGLO,2016-05-15,2023-10-29 05:11:43.998108,True,90,3.69,0.02
Indigencia,mean,PAGLO,2016-05-15,2023-10-29 05:11:43.998108,True,90,0.0818,0.02
Indigencia,sum,PAGLO,2016-05-15,2023-10-29 05:11:43.998108,True,90,71300.0,0.02
P47T_hogar,mean,PAGLO,2016-05-15,2023-10-29 05:11:43.998108,True,90,593280.0,0.02
P47T_hogar,median,PAGLO,2016-05-15,2023-10-29 05:11:43.998108,True,90,447790.0,0.02
P47T_hogar,q10,PAGLO,2016-05-15,2023-10-29 05:11:43.998108,True,90,140950.0,0.02
P47T_hogar,q25,PAGLO,2016-05-15,2023-10-29 05:11:43.998108,True,90,267700.0,0.02
P47T_hogar,q75,PAGLO,2016-05-15,2023-10-29 05:11:43.998108,True,90,700380.0,0.02
P47T_hogar,q90,PAGLO,2016-05-15,2023-10-29 05:11:43.998108,True,90,1053510.0,0.02
P47T_persona,mean,PAGLO,2016-05-15,2023-10-29 05:11:43.998108,True,90,127480.0,0.02
P47T_persona,median,PAGLO,2016-05-15,2023-10-29 05:11:43.998108,True,90,56350.0,0.02
P47T_persona,q10,PAGLO,2016-05-15,2023-10-29 05:11:43.998108,True,90,0.0,0.02
P47T_persona,q25,PAGLO,2016-05-15,2023-10-29 05:11:43.998108,True,90,0.0,0.02
P47T_persona,q75,PAGLO,2016-05-15,2023-10-29 05:11:43.998108,True,90,195450.0,0.02
P47T_persona,q90,PAGLO,2016-05-15,2023-10-29 05:11:43.998108,True,90,331940.0,0.02
